"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","stimulus","slider_start","value","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","21932","0.0-0.0","2024-06-16T15:26:53.355Z","3_mtbswk","","","","","","","","","","","",""
"","","","","","survey-text","1","1238626","0.0-1.0","2024-06-16T15:26:53.355Z","3_mtbswk","1216681","{""subject_id"":""3_mtbswk""}","welcome","","","","","","","","",""
"","","","","","html-slider-response","2","1247751","0.0-2.0","2024-06-16T15:26:53.355Z","3_mtbswk","9123","58","successBelief","<p>Before we begin, we would like to ask you about your attitude to the experiment.</p>
            <p style=""font-weight: bold;"">How likely do you think it is that you personally will succeed in your precognitive test today?</p>","50","","","","","","",""
"","","","","","html-slider-response","3","1249063","0.0-3.0","2024-06-16T15:26:53.355Z","3_mtbswk","1311","61","comfortable","<p style=""font-weight: bold;"">Do you feel comfortable with the Ganzfeld setup?</p>","50","","","","","","",""
"","","","","","html-button-response","4","1249799","0.0-4.0","2024-06-16T15:26:53.355Z","3_mtbswk","736","0","restIntro","<p>Next we would like you to rest in a reclining chair for 3 minutes. Press Continue when you are ready, then make yourself comfortable in the chair, and rest until you hear a beep signaling the end of the three minute interval. Afterwards you can return to this program to proceed.</p>","","","","","","","",""
"","","","","","html-keyboard-response","5","1432316","0.0-5.0","2024-06-16T15:26:53.355Z","3_mtbswk","null","null","rest","","","","","","","","",""
"","","","","","call-function","6","1432317","0.0-6.0-0.0","2024-06-16T15:26:53.355Z","3_mtbswk","","","","","","","","","","","",""
"","","","","","survey","7","1455998","0.0-6.0-1.0","2024-06-16T15:26:53.355Z","3_mtbswk","23612","{""PCIRest1"":0,""PCIRest2"":1,""PCIRest3"":2,""PCIRest4"":3,""PCIRest5"":4,""PCIRest6"":5,""PCIRest7"":6,""PCIRest8"":0,""PCIRest9"":1,""PCIRest10"":2,""PCIRest11"":3,""PCIRest12"":4,""PCIRest13"":5,""PCIIntro"":null}","PCIRest","","","","","","","","",""
"","","","","","call-function","8","1455999","0.0-6.0-2.0","2024-06-16T15:26:53.355Z","3_mtbswk","","","","","","","","","","","",""
"","","","","","html-button-response","9","1462897","0.0-7.0","2024-06-16T15:26:53.355Z","3_mtbswk","6895","0","GanzfeldIntro","<p>Please tell the experimenter to assist you with the Ganzfeld equipment. The experimenter will click ""Continue"" when you are ready to begin.</p>
            <p>The audio level for the ganzfeld can be adjusted while playing the audio sample below.</p>
            <audio controls>
                <source src=""../audio/pinknoise_7min_128.mp3"" type=""audio/mpeg"">
                Your browser does not support the audio element.
            </audio>","","","","","","","",""
"","","","","","audio-keyboard-response","10","3262898","0.0-8.0","2024-06-16T15:26:53.355Z","3_mtbswk","null","null","GanzfeldPlay","../audio/English_Ganzfeld_Induction_v3.mp3","","","","","","","",""
"","","","","","call-function","11","3262899","0.0-9.0-0.0","2024-06-16T15:26:53.355Z","3_mtbswk","","","","","","","","","","","",""
"","","","","","survey","12","3319706","0.0-9.0-1.0","2024-06-16T15:26:53.355Z","3_mtbswk","56755","{""PCIGanz1"":0,""PCIGanz2"":0,""PCIGanz3"":1,""PCIGanz4"":1,""PCIGanz5"":2,""PCIGanz6"":2,""PCIGanz7"":3,""PCIGanz8"":3,""PCIGanz9"":4,""PCIGanz10"":4,""PCIGanz11"":5,""PCIGanz12"":5,""PCIGanz13"":6,""PCIIntro"":null}","PCIGanzfeld","","","","","","","","",""
"","","","","","call-function","13","3319707","0.0-9.0-2.0","2024-06-16T15:26:53.355Z","3_mtbswk","","","","","","","","","","","",""
"","","","","","survey","14","3334830","0.0-10.0","2024-06-16T15:26:53.355Z","3_mtbswk","15111","{""DSSQ"":{""DSSQ01"":1,""DSSQ02"":1,""DSSQ03"":1,""DSSQ04"":2,""DSSQ05"":2,""DSSQ06"":2,""DSSQ07"":3,""DSSQ08"":3},""DSSQIntro"":null}","DSSQ","","","","","","","","",""
"","","","","","html-slider-response","15","3337862","0.0-11.0","2024-06-16T15:26:53.355Z","3_mtbswk","3031","62","time1","<p><i>Please answer the following two questions about your experiences during the 30 minutes of Ganzfeld.</i></p>
            <p>1. How often did you think about time <b>during the task</b>?</p>","50","","","","","","",""
"","","","","","html-slider-response","16","3341122","0.0-12.0","2024-06-16T15:26:53.355Z","3_mtbswk","3259","63","time2","<p><i>Please answer the following two questions about your experiences during the 30 minutes of Ganzfeld.</i></p>
            <p>2. How fast did time pass for you <b>during the task</b>?</p>","50","","","","","","",""
"","","","","","html-button-response","17","3342211","0.0-13.0","2024-06-16T15:26:53.355Z","3_mtbswk","1088","0","videoIntro","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","","","2","0","1","../video/10 A Travelling through Dreams.mp4","../video/10 B We are going to need a bigger boat.mp4",""
"true","false","[]","[]","[]","preload","18","3367890","0.0-14.0","2024-06-16T15:26:53.355Z","3_mtbswk","","","","","","","","","","","",""
"","","","","","survey-html-form","19","3396134","0.0-15.0-0.0","2024-06-16T15:26:53.355Z","3_mtbswk","28243","{""ClipA"":""71"",""ClipB"":""34""}","videoRating","","","","","","","","",""
"","","","","","html-button-response","20","3399942","0.0-16.0","2024-06-16T15:26:53.355Z","3_mtbswk","3807","0","videoTargetIntro","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","","","[""../video/10 A Travelling through Dreams.mp4""]"
"","","","","","video-keyboard-response","21","3412150","0.0-17.0","2024-06-16T15:26:53.355Z","3_mtbswk","null","null","videoTarget","[""../video/10 A Travelling through Dreams.mp4""]","","","","","","","",""
