"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","stimulus","slider_start","value","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","11561","0.0-0.0","2024-07-01T22:48:04.894Z","3_123456","","","","","","","","","","","",""
"","","","","","survey","1","14656","0.0-1.0","2024-07-01T22:48:04.894Z","3_123456","3058","{""testrun"":""Pilot (Test run)""}","testrun","","","","","","","","",""
"","","","","","survey-text","2","55044","0.0-2.0","2024-07-01T22:48:04.894Z","3_123456","40381","{""subject_id"":""3_123456""}","welcome","","","","","","","","",""
"","","","","","html-slider-response","3","61007","0.0-3.0","2024-07-01T22:48:04.894Z","3_123456","5962","94","successBelief","<p>Before we begin, we would like to ask you about your attitude to the experiment.</p>
            <p style=""font-weight: bold;"">How likely do you think it is that you personally will succeed in your precognitive test today?</p>","50","","","","","","",""
"","","","","","html-slider-response","4","113107","0.0-4.0","2024-07-01T22:48:04.894Z","3_123456","52099","1","comfortable","<p style=""font-weight: bold;"">Do you feel comfortable with the Ganzfeld setup?</p>","50","","","","","","",""
"","","","","","html-button-response","5","213067","0.0-5.0","2024-07-01T22:48:04.894Z","3_123456","99959","0","restIntro","<p>Next we would like you to rest in a reclining chair for 3 minutes. Press Continue when you are ready, then make yourself comfortable in the chair, and rest until you hear a beep signaling the end of the three minute interval. Afterwards you can return to this program to proceed.</p>","","","","","","","",""
"","","","","","html-keyboard-response","6","395596","0.0-6.0","2024-07-01T22:48:04.894Z","3_123456","null","null","rest","","","","","","","","",""
"","","","","","call-function","7","395615","0.0-7.0-0.0","2024-07-01T22:48:04.894Z","3_123456","","","","","","","","","","","",""
"","","","","","survey","8","487142","0.0-7.0-1.0","2024-07-01T22:48:04.894Z","3_123456","91490","{""PCIRest1"":0,""PCIRest2"":0,""PCIRest3"":0,""PCIRest4"":0,""PCIRest5"":0,""PCIRest6"":0,""PCIRest7"":0,""PCIRest8"":0,""PCIRest9"":0,""PCIRest10"":0,""PCIRest11"":2,""PCIRest12"":0,""PCIRest13"":5,""PCIIntro"":null}","PCIRest","","","","","","","","",""
"","","","","","call-function","9","487143","0.0-7.0-2.0","2024-07-01T22:48:04.894Z","3_123456","","","","","","","","","","","",""
"","","","","","html-button-response","10","963464","0.0-8.0","2024-07-01T22:48:04.894Z","3_123456","476318","0","GanzfeldIntro","<p>Please tell the experimenter to assist you with the Ganzfeld equipment. The experimenter will click ""Continue"" when you are ready to begin.</p>
            <p>The audio level for the ganzfeld can be adjusted while playing the audio sample below.</p>
            <audio controls>
                <source src=""../audio/pinknoise_7min_128.mp3"" type=""audio/mpeg"">
                Your browser does not support the audio element.
            </audio>","","","","","","","",""
"","","","","","audio-keyboard-response","11","2763467","0.0-9.0","2024-07-01T22:48:04.894Z","3_123456","null","null","GanzfeldPlay","../audio/English_Ganzfeld_Induction_v3.mp3","","","","","","","",""
"","","","","","call-function","12","2763469","0.0-10.0-0.0","2024-07-01T22:48:04.894Z","3_123456","","","","","","","","","","","",""
"","","","","","survey","13","2893404","0.0-10.0-1.0","2024-07-01T22:48:04.894Z","3_123456","129893","{""PCIGanz1"":3,""PCIGanz2"":3,""PCIGanz3"":5,""PCIGanz4"":6,""PCIGanz5"":1,""PCIGanz6"":2,""PCIGanz7"":6,""PCIGanz8"":1,""PCIGanz9"":2,""PCIGanz10"":2,""PCIGanz11"":6,""PCIGanz12"":1,""PCIGanz13"":5,""PCIIntro"":null}","PCIGanzfeld","","","","","","","","",""
"","","","","","call-function","14","2893405","0.0-10.0-2.0","2024-07-01T22:48:04.894Z","3_123456","","","","","","","","","","","",""
"","","","","","survey","15","2908549","0.0-11.0","2024-07-01T22:48:04.894Z","3_123456","15129","{""DSSQ"":{""DSSQ01"":1,""DSSQ02"":1,""DSSQ03"":1,""DSSQ04"":1,""DSSQ05"":1,""DSSQ06"":1,""DSSQ07"":1,""DSSQ08"":1},""DSSQIntro"":null}","DSSQ","","","","","","","","",""
"","","","","","html-slider-response","16","2927489","0.0-12.0","2024-07-01T22:48:04.894Z","3_123456","18938","86","time1","<p><i>Please answer the following two questions about your experiences during the 30 minutes of Ganzfeld.</i></p>
            <p>1. How often did you think about time <b>during the task</b>?</p>","50","","","","","","",""
"","","","","","html-slider-response","17","2943378","0.0-13.0","2024-07-01T22:48:04.894Z","3_123456","15888","92","time2","<p><i>Please answer the following two questions about your experiences during the 30 minutes of Ganzfeld.</i></p>
            <p>2. How fast did time pass for you <b>during the task</b>?</p>","50","","","","","","",""
"","","","","","html-button-response","18","2958488","0.0-14.0","2024-07-01T22:48:04.894Z","3_123456","15109","0","videoIntro","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","","","19","3","0","../video/27 D Mustang Sally.mp4","../video/27 A Meeting BeetleJuice.mp4",""
"true","false","[]","[]","[]","preload","19","3018532","0.0-15.0","2024-07-01T22:48:04.894Z","3_123456","","","","","","","","","","","",""
"","","","","","survey-html-form","20","3155018","0.0-16.0-0.0","2024-07-01T22:48:04.894Z","3_123456","136481","{""ClipA"":""90"",""ClipB"":""24""}","videoRating","","","","","","","","",""
"","","","","","html-button-response","21","3159153","0.0-17.0","2024-07-01T22:48:04.894Z","3_123456","4134","0","videoTargetIntro","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","","","[""../video/27 D Mustang Sally.mp4""]"
