"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","stimulus","slider_start","value","view_history"
"true","false","[]","[]","[]","preload","0","5749","0.0-0.0","2024-09-17T13:36:11.479Z","3_david2","","","","","","",""
"","","","","","survey","1","15106","0.0-1.0","2024-09-17T13:36:11.479Z","3_david2","9337","{""testrun"":""Pilot (Test run)""}","testrun","","","",""
"","","","","","survey-text","2","17594","0.0-2.0","2024-09-17T13:36:11.479Z","3_david2","2487","{""subject_id"":""3_david2""}","welcome","","","",""
"","","","","","html-slider-response","3","19567","0.0-3.0","2024-09-17T13:36:11.479Z","3_david2","1971","50","successBelief","<p>Before we begin, we would like to ask you about your attitude to the experiment.</p>
            <p style=""font-weight: bold;"">How likely do you think it is that you personally will succeed in your precognitive test today?</p>","50","",""
"","","","","","html-slider-response","4","21183","0.0-4.0","2024-09-17T13:36:11.479Z","3_david2","1615","50","comfortable","<p style=""font-weight: bold;"">Do you feel comfortable with the Ganzfeld setup?</p>","50","",""
"","","","","","html-button-response","5","21903","0.0-5.0","2024-09-17T13:36:11.479Z","3_david2","719","0","restIntro","<p>Next we would like you to rest in a reclining chair for 3 minutes. Press Continue when you are ready, then make yourself comfortable in the chair, and rest until you hear a beep signaling the end of the three minute interval. Afterwards you can return to this program to proceed.</p>","","",""
"","","","","","html-keyboard-response","6","204413","0.0-6.0","2024-09-17T13:36:11.479Z","3_david2","null","null","rest","","","",""
"","","","","","call-function","7","204414","0.0-7.0-0.0","2024-09-17T13:36:11.479Z","3_david2","","","","","","",""
"","","","","","survey","8","232832","0.0-7.0-1.0","2024-09-17T13:36:11.479Z","3_david2","28365","{""PCIRest1"":6,""PCIRest2"":6,""PCIRest3"":6,""PCIRest4"":6,""PCIRest5"":6,""PCIRest6"":6,""PCIRest7"":6,""PCIRest8"":6,""PCIRest9"":6,""PCIRest10"":6,""PCIRest11"":6,""PCIRest12"":6,""PCIRest13"":6,""PCIIntro"":null}","PCIRest","","","",""
"","","","","","call-function","9","232833","0.0-7.0-2.0","2024-09-17T13:36:11.479Z","3_david2","","","","","","",""
"","","","","","instructions","10","241929","0.0-8.0","2024-09-17T13:36:11.479Z","3_david2","9095","","instructions1","","","","[{""page_index"":0,""viewing_time"":9095}]"
"","","","","","html-button-response","11","386244","0.0-9.0","2024-09-17T13:36:11.479Z","3_david2","144314","0","GanzfeldIntro","<p>Please tell the experimenter to assist you with the Ganzfeld equipment. The experimenter will click ""Continue"" when you are ready to begin.</p>
            <p>The audio level for the ganzfeld can be adjusted while playing the audio sample below.</p>
            <audio controls>
                <source src=""../audio/pinknoise_7min_128.mp3"" type=""audio/mpeg"">
                Your browser does not support the audio element.
            </audio>","","",""
"","","","","","audio-keyboard-response","12","2576419","0.0-10.0","2024-09-17T13:36:11.479Z","3_david2","null","null","GanzfeldPlay","../audio/English_Ganzfeld_Induction_v4.mp3","","",""
"","","","","","call-function","13","2576420","0.0-11.0-0.0","2024-09-17T13:36:11.479Z","3_david2","","","","","","",""
"","","","","","survey","14","7397843","0.0-11.0-1.0","2024-09-17T13:36:11.479Z","3_david2","4821390","{""PCIGanz1"":6,""PCIGanz2"":6,""PCIGanz3"":6,""PCIGanz4"":6,""PCIGanz5"":6,""PCIGanz6"":6,""PCIGanz7"":6,""PCIGanz8"":6,""PCIGanz9"":6,""PCIGanz10"":6,""PCIGanz11"":6,""PCIGanz12"":6,""PCIGanz13"":6,""PCIIntro"":null}","PCIGanzfeld","","","",""
"","","","","","call-function","15","7397844","0.0-11.0-2.0","2024-09-17T13:36:11.479Z","3_david2","","","","","","",""
"","","","","","survey","16","7410843","0.0-12.0","2024-09-17T13:36:11.479Z","3_david2","12987","{""DSSQ"":{""DSSQ01"":5,""DSSQ02"":5,""DSSQ03"":5,""DSSQ04"":5,""DSSQ05"":5,""DSSQ06"":5,""DSSQ07"":5,""DSSQ08"":5},""DSSQIntro"":null}","DSSQ","","","",""
"","","","","","html-slider-response","17","7413156","0.0-13.0","2024-09-17T13:36:11.479Z","3_david2","2311","50","time1","<p><i>Please answer the following two questions about your experiences during the 30 minutes of Ganzfeld.</i></p>
            <p>1. How often did you think about time <b>during the task</b>?</p>","50","",""
"","","","","","html-slider-response","18","7414692","0.0-14.0","2024-09-17T13:36:11.479Z","3_david2","1535","50","time2","<p><i>Please answer the following two questions about your experiences during the 30 minutes of Ganzfeld.</i></p>
            <p>2. How fast did time pass for you <b>during the task</b>?</p>","50","",""
